LCSC Part	First Category	Second Category	MFR.Part	Package	Solder Joint	Manufacturer	Library Type	Description	Datasheet	Price	Stock											
C1669	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	0603CG4R7C500NT	603	2	FH (Guangdong Fenghua Advanced Tech)	Basic	50V 4.7pF C0G ??0.25pF 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810261624_FH--Guangdong-Fenghua-Advanced-Tech-0603CG4R7C500NT_C1669.pdf	20-180:0.003223881	600-1980:0.002134328	10000-19980:0.001731343	200-580:0.002507463	2000-9980:0.001955224	20000-:0.001656716	878023						
C1671	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL10C470JB8NNNC	603	2	Samsung Electro-Mechanics	Basic	50V 47pF C0G ??5% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810261610_Samsung-Electro-Mechanics-CL10C470JB8NNNC_C1671.pdf	200-580:0.004343284	2000-9980:0.003597015	10000-19980:0.003358209	20-180:0.005179104	600-1980:0.003880597	20000-:0.003223881	267104						
C1679	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	0603CG6R8C500NT	603	2	FH (Guangdong Fenghua Advanced Tech)	Basic	50V 6.8pF C0G ??0.25pF 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1811061822_FH--Guangdong-Fenghua-Advanced-Tech-0603CG6R8C500NT_C1679.pdf	20-180:0.003283582	600-1980:0.002179104	10000-19980:0.001761194	200-580:0.002552239	2000-9980:0.002000000	20000-:0.001686567	3144197						
C1685	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	0603CG8R2C500NT	603	2	FH (Guangdong Fenghua Advanced Tech)	Basic	50V 8.2pF C0G ??0.25pF 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1811061811_FH--Guangdong-Fenghua-Advanced-Tech-0603CG8R2C500NT_C1685.pdf	200-580:0.002656716	2000-9980:0.001865672	20-180:0.003238806	600-1980:0.002223881	20000-:0.001776119	10000-19980:0.001805970	20002						
C1710	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL21B103KBANNNC	805	2	Samsung Electro-Mechanics	Basic	50V 10nF X7R ??10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1811151136_Samsung-Electro-Mechanics-CL21B103KBANNNC_C1710.pdf	20-180:0.005611940	200-580:0.004492537	600-1980:0.003880597	2000-9980:0.003507463	10000-19980:0.003194030	20000-:0.003014925	1337698						
C1716	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	0805B151K500NT	805	2	FH (Guangdong Fenghua Advanced Tech)	Basic	50V 150pF X7R ??10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1811061722_FH--Guangdong-Fenghua-Advanced-Tech-0805B151K500NT_C1716.pdf	20-180:0.005044776	200-580:0.004119403	600-1980:0.003432836	2000-9980:0.002880597	10000-19980:0.002776119	20000-:0.002731343	40407						
C1717	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	0805B152K500NT	805	2	FH (Guangdong Fenghua Advanced Tech)	Basic	50V 1.5nF X7R ??10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1811061723_FH--Guangdong-Fenghua-Advanced-Tech-0805B152K500NT_C1717.pdf	20-180:0.005014925	600-1980:0.003388060	20000-:0.002671642	10000-19980:0.002716418	200-580:0.004059701	2000-9980:0.002820896	27274						
C1729	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL21B223KBANNNC	805	2	Samsung Electro-Mechanics	Basic	50V 22nF X7R ??10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810191222_Samsung-Electro-Mechanics-CL21B223KBANNNC_C1729.pdf	20-180:0.007701493	200-580:0.006313433	600-1980:0.005552239	2000-9980:0.005089552	10000-19980:0.004701493	20000-:0.004477612	154221						
C1739	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	0805B333K500NT	805	2	FH (Guangdong Fenghua Advanced Tech)	Basic	50V 33nF X7R ??10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1811061723_FH--Guangdong-Fenghua-Advanced-Tech-0805B333K500NT_C1739.pdf	20-180:0.007761194	600-1980:0.005238806	20000-:0.004134328	10000-19980:0.004208955	200-580:0.006298507	2000-9980:0.004358209	150549						
C1740	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	0805B334K500NT	805	2	FH (Guangdong Fenghua Advanced Tech)	Basic	50V 330nF X7R ??10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1811071214_FH--Guangdong-Fenghua-Advanced-Tech-0805B334K500NT_C1740.pdf	10-90:0.016417910	100-290:0.013358209	300-990:0.011104478	1000-4990:0.009253731	10000-:0.008776119	5000-9990:0.008940299	112949						
C1743	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	0805B471K500NT	805	2	FH (Guangdong Fenghua Advanced Tech)	Basic	50V 470pF X7R ??10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1811110920_FH--Guangdong-Fenghua-Advanced-Tech-0805B471K500NT_C1743.pdf	200-580:0.004223881	2000-9980:0.003313433	20000-:0.002865672	20-180:0.005253731	600-1980:0.003656716	10000-19980:0.003014925	187346						
C1744	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	0805B472K500NT	805	2	FH (Guangdong Fenghua Advanced Tech)	Basic	50V 4.7nF X7R ??10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1811061719_FH--Guangdong-Fenghua-Advanced-Tech-0805B472K500NT_C1744.pdf	20-180:0.005089552	600-1980:0.003462687	20000-:0.002746269	200-580:0.004149254	2000-9980:0.002895522	10000-19980:0.002791045	138138						
C1755	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	0805B682K500NT	805	2	FH (Guangdong Fenghua Advanced Tech)	Basic	50V 6.8nF X7R ??10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1811061724_FH--Guangdong-Fenghua-Advanced-Tech-0805B682K500NT_C1755.pdf	200-580:0.004000000	2000-9980:0.002776119	20000-:0.002626866	20-180:0.004925373	600-1980:0.003328358	10000-19980:0.002671642	34923						
C1779	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL21A475KAQNNNE	805	2	Samsung Electro-Mechanics	Basic	25V 4.7uF X5R ??10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810261822_Samsung-Electro-Mechanics-CL21A475KAQNNNE_C1779.pdf	20-180:0.005388060	200-580:0.005388060	640-660:0.005223881	680-700:0.005223881	720-:0.005223881	600-620:0.005223881	1518463						
C1785	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL21C100JBANNNC	805	2	Samsung Electro-Mechanics	Basic	50V 10pF C0G ??5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810191223_Samsung-Electro-Mechanics-CL21C100JBANNNC_C1785.pdf	20-180:0.012298507	200-580:0.009910448	600-1980:0.008567164	2000-9980:0.007776119	10000-19980:0.007089552	20000-:0.006716418	44651						
C1790	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL21C101JBANNNC	805	2	Samsung Electro-Mechanics	Basic	50V 100pF C0G ??5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810241824_Samsung-Electro-Mechanics-CL21C101JBANNNC_C1790.pdf	20-180:0.007791045	200-580:0.006223881	600-1980:0.005358209	2000-9980:0.004835821	10000-19980:0.004388060	20000-:0.004149254	512110						
C1792	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	0805CG120J500NT	805	2	FH (Guangdong Fenghua Advanced Tech)	Basic	50V 12pF C0G ??5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1811061723_FH--Guangdong-Fenghua-Advanced-Tech-0805CG120J500NT_C1792.pdf	20-180:0.005059701	200-580:0.004119403	600-1980:0.003432836	2000-9980:0.002880597	10000-19980:0.002776119	20000-:0.002731343	37640						
C1797	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	0805CG180J500NT	805	2	FH (Guangdong Fenghua Advanced Tech)	Basic	50V 18pF C0G ??5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1811091217_FH--Guangdong-Fenghua-Advanced-Tech-0805CG180J500NT_C1797.pdf	10000-19980:0.003119403	200-580:0.004343284	2000-9980:0.003417910	20-180:0.005388060	600-1980:0.003776119	20000-:0.002955224	47082						
C1798	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL21C200JBANNNC	805	2	Samsung Electro-Mechanics	Basic	50V 20pF C0G ??5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810191220_Samsung-Electro-Mechanics-CL21C200JBANNNC_C1798.pdf	20-180:0.010955224	200-580:0.009238806	600-1980:0.008298507	2000-9980:0.007716418	10000-19980:0.007223881	20000-:0.006970149	146801						
C1804	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL21C220JBANNNC	805	2	Samsung Electro-Mechanics	Basic	50V 22pF C0G ??5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810271113_Samsung-Electro-Mechanics-CL21C220JBANNNC_C1804.pdf	20-180:0.009298507	200-580:0.007328358	600-1980:0.006238806	2000-9980:0.005582090	10000-19980:0.005014925	20000-:0.004716418	227599						
C1846	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	1206B103K500NT	1206	2	FH (Guangdong Fenghua Advanced Tech)	Basic	50V 10nF X7R ??10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1811051111_FH--Guangdong-Fenghua-Advanced-Tech-1206B103K500NT_C1846.pdf	15-135:0.012447761	150-435:0.010119403	450-1485:0.008432836	1500-7485:0.007044776	7500-14985:0.006805970	15000-:0.006686567	145890						
C1848	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL31B105KBHNNNE	1206	2	Samsung Electro-Mechanics	Basic	50V 1uF X7R ??10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810271109_Samsung-Electro-Mechanics-CL31B105KBHNNNE_C1848.pdf	15-135:0.012626866	150-435:0.012626866	480-495:0.012238806	510-525:0.012238806	540-:0.012238806	450-465:0.012238806	3698903						
C1857	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	1206B224K500NT	1206	2	FH (Guangdong Fenghua Advanced Tech)	Basic	50V 220nF X7R ??10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810311313_FH--Guangdong-Fenghua-Advanced-Tech-1206B224K500NT_C1857.pdf	10-90:0.027164179	100-290:0.022089552	300-990:0.018358209	1000-4990:0.015223881	5000-9990:0.014746269	10000-:0.014492537	30074						
C5378	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL21B224KBFNNNE	805	2	Samsung Electro-Mechanics	Basic	50V 220nF X7R ??10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810191222_Samsung-Electro-Mechanics-CL21B224KBFNNNE_C5378.pdf	20-180:0.012417910	200-580:0.010358209	600-1980:0.009208955	2000-9980:0.008522388	10000-19980:0.007925373	20000-:0.007597015	224709						
C5672	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL31A226KPHNNNE	1206	2	Samsung Electro-Mechanics	Basic	10V 22uF X5R ??10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810221121_Samsung-Electro-Mechanics-CL31A226KPHNNNE_C5672.pdf	5-45:0.033283582	150-495:0.023283582	500-2495:0.020895522	5000-:0.017910448	2500-4995:0.018805970	50-145:0.026716418	535671						
C9196	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	1206B102K202NT	1206	2	FH (Guangdong Fenghua Advanced Tech)	Basic	2kV 1nF X7R ??10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810311314_FH--Guangdong-Fenghua-Advanced-Tech-1206B102K202NT_C9196.pdf	450-1485:0.006865672	7500-14985:0.005686567	15-135:0.009791045	1500-7485:0.006238806	150-435:0.007910448	15000-:0.005402985	5789769						
C12530	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL05A225MQ5NSNC	402	2	Samsung Electro-Mechanics	Basic	6.3V 2.2uF X5R ??20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1811021410_Samsung-Electro-Mechanics-CL05A225MQ5NSNC_C12530.pdf	20-180:0.001776119	200-580:0.001338806	600-1980:0.001111940	2000-9980:0.001007463	10000-10020:0.000870149	10040-:0.000870149	574510						
C12891	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL31A226KAHNNNE	1206	2	Samsung Electro-Mechanics	Basic	25V 22uF X5R ??10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1811031514_Samsung-Electro-Mechanics-CL31A226KAHNNNE_C12891.pdf	5-45:0.054328358	50-145:0.044328358	150-495:0.039253731	2500-4995:0.033582090	500-2495:0.035074627	5000-:0.032686567	469137						
C13533	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL05C331JB5NNNC	402	2	Samsung Electro-Mechanics	Basic	50V 330pF C0G ??5% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810192025_Samsung-Electro-Mechanics-CL05C331JB5NNNC_C13533.pdf	20-180:0.004865672	200-580:0.003940299	600-1980:0.003432836	2000-9980:0.003134328	10000-19980:0.002865672	20000-:0.002716418	92463						
C13585	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL31A106KBHNNNE	1206	2	Samsung Electro-Mechanics	Basic	50V 10uF X5R ??10% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810221112_Samsung-Electro-Mechanics-CL31A106KBHNNNE_C13585.pdf	5-45:0.029402985	50-145:0.024029851	150-495:0.021343284	2500-4995:0.018208955	500-2495:0.019104478	5000-:0.017761194	1544889						
C13967	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL21B474KBFNNNE	805	2	Samsung Electro-Mechanics	Basic	50V 470nF X7R ??10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810251812_Samsung-Electro-Mechanics-CL21B474KBFNNNE_C13967.pdf	20-180:0.012955224	200-580:0.010432836	600-1980:0.008611940	2000-9980:0.007104478	10000-19980:0.006850746	20000-:0.006716418	218610						
C14441	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL05C680JB5NNNC	402	2	Samsung Electro-Mechanics	Basic	50V 68pF C0G ??5% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810191215_Samsung-Electro-Mechanics-CL05C680JB5NNNC_C14441.pdf	20-180:0.002492537	200-580:0.001880597	600-1980:0.001552239	2000-9980:0.001410448	10000-10020:0.001216418	10040-:0.001216418	61430						
C14663	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CC0603KRX7R9BB104	603	2	YAGEO	Basic	50V 100nF X7R ??10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1809301912_YAGEO-CC0603KRX7R9BB104_C14663.pdf	20-180:0.001895522	200-580:0.001447761	600-1980:0.001228358	2000-9980:0.001104478	10000-10020:0.001005970	40000-:0.000989552	10040-19980:0.001005970	20000-39980:0.000997015	23486237				
C14857	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL21C470JBANNNC	805	2	Samsung Electro-Mechanics	Basic	50V 47pF C0G ??5% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810191215_Samsung-Electro-Mechanics-CL21C470JBANNNC_C14857.pdf	20-180:0.010791045	200-580:0.008686567	600-1980:0.007522388	2000-9980:0.006820896	10000-19980:0.006208955	20000-:0.005880597	224626						
C14858	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL10C101JB8NNNC	603	2	Samsung Electro-Mechanics	Basic	50V 100pF C0G ??5% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1811151136_Samsung-Electro-Mechanics-CL10C101JB8NNNC_C14858.pdf	20-180:0.004462687	200-580:0.003731343	600-1980:0.003328358	2000-9980:0.003089552	10000-19980:0.002880597	20000-:0.002776119	1003506						
C15008	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL31A107MQHNNNE	1206	2	Samsung Electro-Mechanics	Basic	6.3V 100uF X5R ??20% 1206  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810301816_Samsung-Electro-Mechanics-CL31A107MQHNNNE_C15008.pdf	5-45:0.063432836	50-145:0.051492537	150-495:0.045373134	2500-4995:0.038656716	500-2495:0.040447761	5000-:0.037462687	365493						
C15195	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL05B103KB5NNNC	402	2	Samsung Electro-Mechanics	Basic	50V 10nF X7R ??10% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810191223_Samsung-Electro-Mechanics-CL05B103KB5NNNC_C15195.pdf	20-180:0.000868657	200-580:0.000698507	600-1980:0.000576119	2000-9980:0.000473134	10000-19980:0.000456716	20000-:0.000447761	4790748						
C15525	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL05A106MQ5NUNC	402	2	Samsung Electro-Mechanics	Basic	6.3V 10uF X5R ??20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/2208231630_Samsung-Electro-Mechanics-CL05A106MQ5NUNC_C15525.pdf	100-580:0.002746269	60-80:0.002746269	600-660:0.002626866	680-700:0.002626866	720-:0.002626866	20-40:0.002746269	3069299						
C15849	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL10A105KB8NNNC	603	2	Samsung Electro-Mechanics	Basic	50V 1uF X5R ??10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810261812_Samsung-Electro-Mechanics-CL10A105KB8NNNC_C15849.pdf	600-660:0.002447761	60-80:0.002567164	680-700:0.002447761	720-:0.002447761	100-580:0.002567164	20-40:0.002567164	4763429						
C15850	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL21A106KAYNNNE	805	2	Samsung Electro-Mechanics	Basic	25V 10uF X5R ??10% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1811121310_Samsung-Electro-Mechanics-CL21A106KAYNNNE_C15850.pdf	100-580:0.005194030	60-80:0.005194030	600-660:0.004955224	680-700:0.004955224	720-:0.004955224	20-40:0.005194030	3309540						
C16149	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL10C2R7CB8NNNC	603	2	Samsung Electro-Mechanics	Basic	50V 2.7pF C0G ??0.25pF 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810261513_Samsung-Electro-Mechanics-CL10C2R7CB8NNNC_C16149.pdf	20-180:0.009716418	200-580:0.007761194	600-1980:0.006686567	2000-9980:0.006029851	10000-19980:0.005462687	20000-:0.005164179	11926						
C16772	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL05B224KO5NNNC	402	2	Samsung Electro-Mechanics	Basic	16V 220nF X7R ??10% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810251021_Samsung-Electro-Mechanics-CL05B224KO5NNNC-_C16772.pdf	20-180:0.004850746	200-580:0.004089552	600-1980:0.003552239	2000-9980:0.003104478	10000-19980:0.003029851	20000-:0.002985075	176581						
C16780	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL21A476MQYNNNE	805	2	Samsung Electro-Mechanics	Basic	6.3V 47uF X5R ??20% 0805  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1811091612_Samsung-Electro-Mechanics-CL21A476MQYNNNE_C16780.pdf	20-180:0.010238806	200-580:0.010238806	640-660:0.009940299	680-700:0.009940299	720-:0.009940299	600-620:0.009940299	447925						
C19666	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL10A475KO8NNNC	603	2	Samsung Electro-Mechanics	Basic	16V 4.7uF X5R ??10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810261514_Samsung-Electro-Mechanics-CL10A475KO8NNNC_C19666.pdf	20-180:0.007343284	200-580:0.005731343	600-1980:0.005014925	2000-9980:0.004477612	10000-19980:0.004253731	20000-:0.004104478	1032958						
C19702	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL10A106KP8NNNC	603	2	Samsung Electro-Mechanics	Basic	10V 10uF X5R ??10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810191219_Samsung-Electro-Mechanics-CL10A106KP8NNNC_C19702.pdf	600-660:0.002731343	60-80:0.002850746	680-700:0.002731343	720-:0.002731343	100-580:0.002850746	20-40:0.002850746	2924820						
C21117	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL10B333KB8NNNC	603	2	Samsung Electro-Mechanics	Basic	50V 33nF X7R ??10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810261514_Samsung-Electro-Mechanics-CL10B333KB8NNNC_C21117.pdf	20-180:0.005507463	200-580:0.004656716	600-1980:0.004179104	2000-9980:0.003880597	10000-19980:0.003641791	20000-:0.003507463	265456						
C21120	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL10B224KA8NNNC	603	2	Samsung Electro-Mechanics	Basic	25V 220nF X7R ??10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810261513_Samsung-Electro-Mechanics-CL10B224KA8NNNC_C21120.pdf	10000-19980:0.002641791	200-580:0.003835821	2000-9980:0.002925373	20000-:0.002477612	20-180:0.004865672	600-1980:0.003268657	338982						
C21122	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL10B223KB8NNNC	603	2	Samsung Electro-Mechanics	Basic	50V 22nF X7R ??10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1811101610_Samsung-Electro-Mechanics-CL10B223KB8NNNC_C21122.pdf	20-180:0.005119403	200-580:0.004313433	600-1980:0.003865672	2000-9980:0.003597015	10000-19980:0.003358209	20000-:0.003238806	267191						
C23630	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL10A225KO8NNNC	603	2	Samsung Electro-Mechanics	Basic	16V 2.2uF X5R ??10% 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810271109_Samsung-Electro-Mechanics-CL10A225KO8NNNC_C23630.pdf	20-180:0.004925373	200-580:0.003880597	600-1980:0.003283582	2000-9980:0.002940299	10000-19980:0.002641791	20000-:0.002477612	1589095						
C23733	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL05A475MP5NRNC	402	2	Samsung Electro-Mechanics	Basic	10V 4.7uF X5R ??20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810191211_Samsung-Electro-Mechanics-CL05A475MP5NRNC_C23733.pdf	20-180:0.004835821	200-580:0.003895522	600-1980:0.003358209	2000-9980:0.003044776	10000-19980:0.002776119	20000-:0.002626866	906938						
C23969	Capacitors	Multilayer Ceramic Capacitors MLCC - SMD/SMT	CL10C010CB8NNNC	603	2	Samsung Electro-Mechanics	Basic	50V 1pF C0G ??0.25pF 0603  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS	https://datasheet.lcsc.com/lcsc/1810261512_Samsung-Electro-Mechanics-CL10C010CB8NNNC_C23969.pdf	20-180:0.009029851	200-580:0.007522388	600-1980:0.006686567	2000-9980:0.006179104	10000-19980:0.005746269	20000-:0.005507463	13355						
